Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2026-01-25,Desi Boyz,2011,https://boxd.it/cNLkOV,,Yes,"Subha 😜<b> </b>hone ☀️🌻 na de 🧑‍🎄👩‍🎤
Saath 😧 khone 🚶naa de 🧔👩‍🎤
Ek doosre 🫣<b> </b>ko 🌆 hum sone na de 🎧👀 
Tu mera hero 🔥🔥(O ✊🙅 o o….) 
Tu mera hero 👅👅(O 💰 o ✊🙅 o….) 

Main tera hero (O 🛬 o ✊🙅 o💔….) 
Tu mera hero  (O ✊🙅 o 💔o….) 

Sun lo 👀👀 zara 😤 ameero 
Banda mein rab da 😩🏽 
Main friend 🎈sab da 😏 
Dekhe 💔duniyaa ke 🔛 kone 
Bas hum dono hi 🙋👋 sone 
Kudiyon 🎁 mein apne 😋 charche 
Hum pe karti hai kharche 
Life 😤✌ ne aisa dhoya😜
Main jaan bacha ke 🤢 soya 
Sooraj se maine 👩‍🎤bola 
Yeh bola bola🔥 Subah hone 😂😂 na deeeeeeeeeeeee👅👅

Main tera hero (O 💰 o ✊🙅 o….) 
Tu mera hero  (O ✊🙅 o o….)",,2026-01-24
2026-01-25,Jaane Tu... Ya Jaane Na,2008,https://boxd.it/cNQPnh,,,"dis dat og lucifer <a href=""https://open.spotify.com/track/3aA7iecYCRNQ3qd2WJT9QJ?si=vhqPngg6T9WQRp7lRYliqw"">reference</a> 🐐

btw this masterpiece is literally <i>WHEN HARRY MET SALLY</i> but indian",,2026-01-25
2026-01-25,Blue Velvet,1986,https://boxd.it/cOsDFz,5,,<i><b>ear-</b>ie</i>,,2026-01-25
2026-01-25,Boogie Nights,1997,https://boxd.it/cOxyvp,3.5,,my goat <i><b>PTA</b></i> made this at the age of 26 btw 🐐,,2026-01-25
2026-01-26,Inception,2010,https://boxd.it/cPiPg1,,Yes,timeless classic,,2026-01-26
2026-01-27,Action Replayy,2010,https://boxd.it/cQb6M7,,,<i>wowzers</i>,,2026-01-26
2026-01-27,Namastey London,2007,https://boxd.it/cQcyOn,,,top 10 times katrina wasnt acting,,2026-01-26
2026-01-27,Andaz Apna Apna,1994,https://boxd.it/cQjC0b,,,CRIME MASTER GOGO 🔥🔥🔥🔥,,2026-01-26
2026-01-27,Haseena Maan Jaayegi,1999,https://boxd.it/cQnMRd,,,"ladies and gents, presenting to you... vincent and jules from pulp fiction but actually they are just sanjay dutt and govindra having the time of their lives.",,2026-01-28
2026-01-28,Mujhse Shaadi Karogi,2004,https://boxd.it/cRnw8v,,,kapil dev n harbhajan singh cameooo!! ain't no wayy😋🤤,,2026-01-27
2026-01-28,Dream Girl,1977,https://boxd.it/cRoiwP,,,"Kahin To Milegi, Kabhi To Milegi,

Aaj Nahin To Kal, Dream Girl...",,2026-01-27
2026-01-28,Partner,2007,https://boxd.it/cRr72Z,,,"chota don top 2 villain of all time, first being my dear gogo ofcourse ♥️🫣",,2026-01-28
2026-01-31,Mulholland Drive,2001,https://boxd.it/cUPFeP,5,Yes,WHAT THE FUCK?!?!? THIS IS A MASTERPIECE!!!!,,2026-01-31
2026-01-31,Magnolia,1999,https://boxd.it/cUS9Pv,5,Yes,"beautiful movie. 

everything is absurdly beautiful.

but, HOW CAN EVERYTHING BE BEAUTIFUL?

IS IT BECAUSE BEAUTY LIES IN THE EYE OF BEHOLDER, OR BECAUSE ITS SUBJECTIVE??

the opening, the ending the characters, the dilemma they face, the melancholy, the guilt, the self loathing, the trauma, the outcomes, everything.  everything is beautiful Tis is the most overwhelmed i am in a while writing this. the script is soo goood man, reallly make u really open  ur eyes to whole lotta new stuff!! down to the last possible details this lands.needless to say, pta nailed this one. masterpiece.

<a href=""https://shiiiivanshsingh.github.io/magnolia-weather/"">i actually made something inspired by.</a>

also massive congo 4 the oscars mr.pta! it did happened!!!!!",,2026-01-31
2026-02-09,Superman,2025,https://boxd.it/d2XwU1,1.5,,"are we deadass??? this is soo mid

poster pretty cool thou",,2026-02-08
2026-02-09,I'm Still Here,2024,https://boxd.it/d34kvx,5,,"Absolute gut punch of a film. had me in verge of tears for the most of it, very well knowing how will it end. truely moving piece of media.",,2026-02-09
2026-02-14,Marty Supreme,2025,https://boxd.it/d7zTzn,1.5,,"an absolute shit-show of a movie. The only possibly praiseworthy part of this movie was the initial 30 minutes, because the rest of the movie was just unwatchable,boring selfcontradicting bullshit.

Let's talk about the story first. The story was all over place. Don't get me wrong, but looking back, why would it be this way? The side characters do had a lot of potential but guess what? The subplot is not even noteworthy. Whole bunch of dog chasing and spanking (literally). Now the ENDING. There were essentially no stakes in the ending. What did he achieve? Winning in an exhibition match??? Proving to a crowd that the self proclaimed greatest of ping pong won against a nonchalant Japanese undergod after getting whopped on the world stage? What even is the point of this movie? The ending felt artificial. I was hyped up for nothing, glad I didn't go to the theater to watch this. If adding good songs in the opening and closing creds would've made a movie great it would've already been the greatest fucking movie of all time.

I kid u guys not, I wasted 2½ hours of valentine's afternoon on this? Nah man I feel robbed even pirating this.

A piece of overhyped, overmarketed trash.",,2026-02-14
2026-02-22,Little Miss Sunshine,2006,https://boxd.it/dfvTAT,4,,family just as Nietzsche would've liked.,,2026-02-22
2026-02-22,Superbad,2007,https://boxd.it/dfCGUv,4.5,Yes,the bad cops subplot was crazyyy good,,2026-02-22
2026-02-22,10 Things I Hate About You,1999,https://boxd.it/dfFEdF,4.5,,"A rom-com where people have actually good personalities and a subplot that's not boring?? Woww. Why tf they don't make shit like this anymore, and don't get me started on Heath fuckin' Ledger, my mann he goated. 10/10 performance.

and the poem at the end :) sweet sweet movie",,2026-02-22
2026-03-08,A Girl Walks Home Alone at Night,2014,https://boxd.it/dqDCJT,5,Yes,#WOMEN'S DAY REWATCH,,2026-03-08
2026-03-18,Submarine,2010,https://boxd.it/dz1qW7,3.5,,"Amelie, but you're a young welsh bloke :)",,2026-03-17
2026-03-19,Tees Maar Khan,2010,https://boxd.it/dzF4jx,4,Yes,"rewatched this years later with shisht and shauryan on a random wednesday afternoon, skipping college exams while playin FIFA. Well honestly that's a core memory n half if you ask me.",,2026-03-18
2026-03-23,It's Entertainment,2014,https://boxd.it/dDeooJ,4,Yes,banger writing,,2026-03-22
2026-03-25,Harold and Maude,1971,https://boxd.it/dFSPML,4.5,,"hey maude, do you pray
no, i communicate
with god?
no, with life 

great afternoon pick :)",,2026-03-25
2026-03-26,The Daytrippers,1996,https://boxd.it/dFTgcZ,4,,"10 minutes in and I knew this is gonna be funn!  Ending was kinda mid thou, lacks character but somewhat a fun watch

Can wrap my head around the fact how it's the same guy who directed <i>Superbad</i> and how well he managed to capture the vibes of NYC here. Lovely art direction ✨",,2026-03-25
2026-03-26,Licorice Pizza,2021,https://boxd.it/dG6C9J,1,,"slow as fuck, story not even that good

a rare PTA miss :/",,2026-03-25
2026-03-26,Fish Tank,2009,https://boxd.it/dG7QeP,1.5,,"appreciate the creative direction, but shit movie. Felt like a 2-hour-long headache.",,2026-03-25
2026-03-29,Petite Maman,2021,https://boxd.it/dIxQyb,5,,"Oh my heavens, I think this is it. This is the movie I’ve been looking for all my life. A perfect depiction of incurable sadness, guilt, and coping.

So now it’s time for a long review, because I don’t bother writing one unless i have that gut feeling that it will truly be worth it. So, here goes nothing:

To start off, it’s a beautiful film. Again great  emphasis on the word beautiful. Everything about it feels magical, from the direction and setting to the atmosphere and lighting. I can’t really put into words exactly how I felt after watching it because it’s simply overwhelming, especially the scene where the ending revelation happens and how they both act toward each other.

The whole plot could just be a dream, but even if it is, it’s the most beautiful dream she will ever have. It’s such a simple story on the surface, but underneath it carries this deep, almost unspoken understanding of grief, memory, and childhood.

I don’t think it tries to overwhelm me, but somehow it still did. I was holding my emotions back. I just wish it lasted longer. Céline Sciamma is so, so good at this kind of tender, soft storytelling with that quiet, meditative pacing. It doesn’t feel like a typical magical story at all, more like a memory or a dream you’re slowly remembering. A kind of fairytale where even the most fantastical parts feel familiar, like small, sweet quirks of childhood.

I don’t think I’ve ever smiled this much while watching a film. It feels like a warm hug hidden inside a movie.

And that line, “you didn’t invent my sadness”, like how could you even come up with something sooo deep like this. Its like a dagger through my fucking heart. 

This shit straight up melted my heart, but not in a simple way, made me question what it really means to say sorry, goodbye, and “it’s okay.” ???
Céline made tenderness feel precise, where comfort exists alongside something unresolved and what a perfect execution by the cast. Hats Off!

Honestly, big fan of whatever the french are doing with cinema.

- love, shivansh


",,2026-03-28
2026-03-29,Punch-Drunk Love,2002,https://boxd.it/dIEi6B,4.5,,"A beautiful film. The way it captures human emotion is genuinely astonishing.

Watching Adam Sandler cry is such a humbling experience. 

Talking about the experience, isn’t this movie a goddamn fever dream? 

Like everything feels like it’s on the verge of exploding and the world is about to collapse, and then it doesn’t. Anddd, then you get that same feeling again, and still nothing happens. 

And can i just appreciate the cool as fuck fight sequence, it was sooo fucking gas dude, even the background score went crazyy! banger

Absolutely loved this one. Great job, Mr. PTA :)",,2026-03-29
2026-03-30,Dhurandhar The Revenge,2026,https://boxd.it/dJpejb,,,"350₹ me 235 minutes, paiso me aag hi lga rha bss🔥",,2026-03-29
2026-04-01,Two People Exchanging Saliva,2024,https://boxd.it/dLB8VP,4,Yes,c'est de l'art!!!!,,2026-03-31
2026-04-03,Ghost Rider,2007,https://boxd.it/dNg7XB,,Yes,helll yeah!!!!,,2026-04-02
2026-04-03,Ghost Rider: Spirit of Vengeance,2011,https://boxd.it/dNXckl,,Yes,hell yeah 2!!!!!!,,2026-04-03
2026-04-04,"Synecdoche, New York",2008,https://boxd.it/dO23Af,5,,"masterpiece. the whole plot is soo well written soo much so i can’t even process it even after rewatching it. My biggest fear is someday i will rewatch this movie and i will relate to it. untill then, seeya!",,2026-04-03
2026-04-07,Adventures in Babysitting,1987,https://boxd.it/dRyba1,5,Yes,Amazing!!!,,2026-04-06
2026-04-11,Aftersun,2022,https://boxd.it/dUZEqX,5,,holy shit man 😭😭😭😭😭,,2026-04-11
2026-04-17,La Haine,1995,https://boxd.it/dZTqDr,4.5,,fuckin' hell,,2026-04-16
2026-04-17,Jumbo,2020,https://boxd.it/e04dLT,0.5,,"Based on true incidents, DUDE WHAT THE FUCK??",,2026-04-17
2026-04-18,Tu Yaa Main,2026,https://boxd.it/e0ExAD,2,,"didn’t expect it to be this fun, but it genuinely exceeded my expectations.",,2026-04-17
2026-04-18,Do Deewane Seher Mein,2026,https://boxd.it/e0IaMT,2,,mai bhi <i>sh</i> koo <i>sa</i> bolta hu sasank bhai,,2026-04-17
2026-04-18,Little Things,2025,https://boxd.it/e0LzFp,4.5,,"brutal gut punch and an emotional rollercoaster, legit my heart sank while she was narrating the story of 2 brothers, such a gem :)",,2026-04-17
2026-04-19,Miracle Mile,1988,https://boxd.it/e1Dc2x,,Yes,"tangerine dream @ 4 am in da night,  HELL YEAHH

edit: just finished dawn of the dead, now i can see the vision, im blessed",,2026-04-19
2026-04-19,The Sure Thing,1985,https://boxd.it/e1I4Bz,4,,"Amazing movie!! now that I draw some parallels, it's easy to notice that Rob basically tried the “two opposites stuck on a long ride” idea right here, where the whole story is a cross-country trip . Then in When Harry Met Sally., he keeps that same spark but shrinks it to just the opening drive, and lets the real story unfold over years instead. Wow.",,2026-04-19
2026-04-19,The Last Picture Show,1971,https://boxd.it/e1NdaR,4,,beautiful storytelling,,2026-04-19
2026-04-19,Face/Off,1997,https://boxd.it/e2hpeh,4,,"face-off.
face off.

role swap mid way through.

whoever came up with it nailed it, and the execution couldn’t be tighter. Gas.",,2026-04-19
2026-04-24,Say Anything...,1989,https://boxd.it/e5C8qT,4.5,,nahh the ending gave me a panic attack 😭😭,,2026-04-24
2026-04-24,Secret Admirer,1985,https://boxd.it/e5Ef7t,4.5,,Toni is literally me for real for real,,2026-04-24
2026-04-26,Raising Arizona,1987,https://boxd.it/e6SVZf,5,,"sooo cute :)

a perfect movie",,2026-04-25
2026-04-27,The Shining,1980,https://boxd.it/e7Yped,4,,"same fucking hairline at 20, goddamit",,2026-04-26
2026-05-01,Bend It Like Beckham,2002,https://boxd.it/ebwm7t,5,,"wow!!! amazing movie, nahh that ain’t enough, this actually issss perfection!!

the music here is lowkey perfect, top notch selection of music.

that ending clip of the cast laughing and dancing feels sooo alive, like the film itself didn’t want to say goodbye. real sad it ended. :)

10/10 banger

but if she got the RED card in the semis, how is she casually subbed on after halftime in the finals?? yeah sure, straight to Real Madrid with that level of rule-bending meanwhile poor Joe’s stuck playing cricket with her dad lol

also not to mention this gem of a dialogue bw jess and joe:

Jess: She called me a Paki. But I guess that's something you wouldn't understand.
Joe: Jess, I'm Irish.
",,2026-05-01
2026-05-02,Bridget Jones's Diary,2001,https://boxd.it/ebCNsF,2,,pretty cool fight sequence,,2026-05-01
2026-05-02,Project Hail Mary,2026,https://boxd.it/ebNO39,5,,"grace n rocky, the clock bros! 


kbhi samay mila toh ek lambaaa review jaroor likhunga :))",,2026-05-01
2026-05-02,Nowhere,1997,https://boxd.it/ebVJRJ,4.5,,"hi my name is dark, like the absence of light.


ya n the giant lizard guy seemed pretty chill",,2026-05-02
2026-05-04,Friday,1995,https://boxd.it/eeqgO7,5,,watchin this unemployed on a Monday,,2026-05-04
2026-05-05,Next Friday,2000,https://boxd.it/eexp3j,4.5,,"> That's Versace you steppin' on.
> Versace? You can't even spell Versace.
> ""Fo-satchy."" F-O-- satchy.

",,2026-05-04
2026-05-05,Friday After Next,2002,https://boxd.it/eeyYMF,4.5,,worst part is when this ends ☹️,,2026-05-04
2026-05-05,The Matrix Reloaded,2003,https://boxd.it/eeJUeL,4,,holyyy cliff hanger,,2026-05-05
2026-05-05,The Matrix Revolutions,2003,https://boxd.it/eeMxdB,4,,rockin' the agent smith hairline in the big 20s 👏👏,,2026-05-05
2026-05-05,The Drama,2026,https://boxd.it/efcy6j,3.5,,"w art direction
w sound design ",,2026-05-05
2026-05-06,The Florida Project,2017,https://boxd.it/efi5R3,3,,movie version of playing cs2 with 100% vibrance,,2026-05-05
2026-05-15,In the Cut,2003,https://boxd.it/emvi9H,4.5,,"adding another question sera sera cover to the <a href=""https://open.spotify.com/playlist/2wx2z2U5zCyJk3XsActEbb?si=5PtXCHXKTRiKpOjkhckEMg"">list</a>.",,2026-05-15
2026-05-15,The Comfort of Strangers,1990,https://boxd.it/emyonB,,,3 am rn what the hell am I watching??,,2026-05-15
2026-05-17,The Batman,2022,https://boxd.it/eoE5bB,5,Yes,"love it when the penguin genuinely crashes out over EL and LA. Bro deadass started malding, that was fucking hilarious, No habla espanol, fellas? lmao",,2026-05-17
2026-05-18,Uncut Gems,2019,https://boxd.it/eoLpFv,,,WHAT THE ACTUAL FUCK DID I JUST WATCHED???,,2026-05-17
2026-05-18,Good Time,2017,https://boxd.it/eoMYe7,,,this is like having a panic attack for 100 mins str8,,2026-05-17
2026-05-20,Desert Hearts,1985,https://boxd.it/eratwl,,,"watching from the movie <a href=""https://x.com/shivanshs1ngh/status/2057026164322156565"">set</a> lmao",,2026-05-20
2026-05-22,Heat,1995,https://boxd.it/esAHTp,5,Yes,"<a href=""https://x.com/shivanshs1ngh/status/2057765893804089842"">yup</a>.",,2026-05-22
2026-05-23,Lost Highway,1997,https://boxd.it/esFOUp,,,wow mr. lynch u actually are a genius,,2026-05-22
2026-05-23,Tom Clancy's Jack Ryan: Ghost War,2026,https://boxd.it/esJ5hP,2,,straight up slop fuck this shit,,2026-05-22
2026-05-29,Dog Day Afternoon,1975,https://boxd.it/ey7cAn,5,,"<a href=""https://youtu.be/O_SQl8nTWqE"">oh gurlie plsss</a>",,2026-05-29
2026-05-30,Berlin and the Lady with an Ermine,2026,https://boxd.it/eyMGUJ,3.5,,They've officially lost the plot,,2026-05-29
2026-05-30,Me and Earl and the Dying Girl,2015,https://boxd.it/eyQURR,5,,oh my,,2026-05-30
2026-05-30,Iron Lung,2026,https://boxd.it/ezpsn5,3.5,,"whats my nameeeee
<a href = ""https://media4.giphy.com/media/v1.Y2lkPTc5MGI3NjExOXk1c3Z2aDV5dGxzcHdxNzB6ZGoydWU1anY3ZmYyemxjMmhmeHFrMCZlcD12MV9pbnRlcm5hbF9naWZfYnlfaWQmY3Q9Zw/QacbazYunVariLgEif/giphy.gif""> say my nameeeee</a >
",,2026-05-30
2026-05-30,Mortal Kombat II,2026,https://boxd.it/ezqlnp,1.5,,the dialogues are soooo diabolically fucking badd i wanted to end myself midway watching thisssss :(,,2026-05-30
2026-05-31,Stand by Me,1986,https://boxd.it/ezOjg5,5,,"instant 5 stars the moment this <a href = ""https://open.spotify.com/track/39lnzOIUCSNaQmgBHoz7rt?si=fc89b22c3c9e4b1b"">played </a> <a href= ""https://x.com/shivanshs1ngh/status/2060827194897907981""> :) </a>",,2026-05-31
2026-06-01,Riding in Cars with Boys,2001,https://boxd.it/eAGeVv,5,,"Ray: You just gotta remember, you gotta tell'em that you need their help, or else they won't do it. Lord knows, I need all the help I can get, right.

wow what a movie! if youre having second thoughts bout watching this one, just go ahead man its totally worth it :)",,2026-05-31
2026-06-01,Humanist Vampire Seeking Consenting Suicidal Person,2023,https://boxd.it/eAIAYl,4.5,,"<a href=""https://boxd.it/7nZE"">a Humanist Vampire walks home alone at night</a>",,2026-05-31
2026-06-06,Obsession,2025,https://boxd.it/eF91ul,5,,"scary, very very very scary. truely a piece of art.

amazing experience thou, went to an almost  <a href=""https://x.com/shivanshs1ngh/status/2062953466914545970"">theater </a> at midnight to watch this movie.

 jumpscares were soo well done honestly speaking the ambience and lightning in this movie was sooo cool, man i loved this movie. and that car scene was something man, it didn't even clicked me what had happened,


 very unique watch, plus shisht and akshat approve of this one so 10/10 :)",,2026-06-06
2026-06-14,Heathers,1989,https://boxd.it/eM0UDd,,,"new day new <a href = ""https://open.spotify.com/playlist/2wx2z2U5zCyJk3XsActEbb""> discovery </a>",,2026-06-13
2026-06-14,The Lovers on the Bridge,1991,https://boxd.it/eMLALl,5,Yes,essential cinema,,2026-06-14
2026-06-22,Ruby Sparks,2012,https://boxd.it/eTGDm7,5,,this is obsession if bear was a depressed writer,,2026-06-22
2026-06-22,Prisoners,2013,https://boxd.it/eTJgFL,3,,everybody crashin' tf out,,2026-06-22
2026-06-23,There Will Be Blood,2007,https://boxd.it/eUuq8L,4,,what the fuck did i just watched?,,2026-06-23
2026-06-23,Insomnia,2002,https://boxd.it/eUzkVH,,,atleast he gets to sleep in the end,,2026-06-23
2026-06-24,Rosetta,1999,https://boxd.it/eVjssZ,5,,"The moment Rosetta decides to off herself, the cylinder runs empty mid suicide, as if her poverty is laughing at her. Not letting her live as well as not letting her die peacefully.

The image of her hauling a gas bottle through the trailer park with Riquet circling on his bike is the whole film compressed into one shot. 
Then finally she just collapses and Riquet, the same guy she sold out, the only person who was ever decent to her, kills his engine and helps her up. funny thing Dardennes don't explain it.  Maybe she lets him in. Maybe tomorrow she finds another tank. 

The bit where she lies in bed talking to herself, just repeating that she's normal, that she has a job, that everything is fine, is the moment this film became a masterpiece,, here she isnt convincing anyone. she is running a script she wrote for herself because there's nobody else to run it for her.

The film ends on her face, first time she's looked at another person like they're a person and not a threat, and leaves to figure out if that's supposed to be hope or just a pause. 

I love how its filmed on a handheld, strapped to his shoulder so we can see whats its like to be in her head, the effective framing gives the first hand experience and feel. Such a beautiful work

<a href=""https://sh1vansh.substack.com/p/rosetta-1999"">Read More HERE!! </a>",,2026-06-24
2026-06-26,Parasite,2019,https://boxd.it/eWjdk1,1.5,,"shivansh yarr tune parasite ab tk nhi dekhiii!!! its such a good movieeee!!

shut the fuck up",,2026-06-25
2026-06-30,Vertigo,1958,https://boxd.it/f0LN7T,,,this movie isn't about de_vertigo sadly,,2026-06-30
2026-07-03,Incendies,2010,https://boxd.it/f2SzFf,5,,"Made me cry, vomit, feel guilt shame sadness anger disgust empathy all in the same moment. This is what cinema is meant to be. Masterpiece. I would much happily kill myself than ever watching this again. It's been hours but I still feel nauseous. I can never feel the emotion I felt before watching this. I feel like a completely new and terrible version of myself now while writing this. Truly a moving piece of media. after magnolia and aftersun, this will be the movie i will always think of when I'm going to sleep. i can never be the same person i was before, yet I shall continue to exsist. marhaban",,2026-07-02
2026-07-04,Videodrome,1983,https://boxd.it/f3Fq19,,,what the fuck was this about?,,2026-07-03
2026-07-06,Magnolia,1999,https://boxd.it/f5FMmL,5,Yes,"this is soo close to my heart :)
literally the greatest movie ever made.  <a href = ""https://sh1vansh.substack.com/p/magnolia-1999""> i even wrote about this sometimes back</a>. the only word that can describe this movie is eternal. it took me a few re-watches to truly fall in love with it,, but from the very first time i saw it, it quietly settled somewhere inside me and never really left. must-watch for anyone and everyone. This is a good example of how good art challenges its viewers. PEAK PTA

",,2026-07-05
2026-07-06,Blue Velvet,1986,https://boxd.it/f6A5FT,5,Yes,"this is a gem, soo well directed!!!",,2026-07-06
2026-07-07,Blade Runner,1982,https://boxd.it/f6Hoaz,,,what were they on back in '82?,,2026-07-06
2026-07-07,Falcon Lake,2022,https://boxd.it/f6KTUz,5,,"my brother in christ what the fuck was that ending!!!!
oh my fucking god, insane fucking foreshadowing, i dont know what the fuck the french were on but holy shit they delivered, shot in dreamy 16mm, with focus on the smallest details, that is a feast for me eyes mate! ive always had a soft spot for this kind of stories and that strange time when were not really a kid anymore but not quite an adult either,, this film felt like it was made for that part of me cholie's like the older girls  who seemed effortlessly interesting. But there's something different about her. This is literally Aftersun for teens lol type of movie ill make for myself, very beautifully shot, sara montpetit quite literally achieving goat status!

 11/10

",,2026-07-06
2026-07-07,Blade Runner 2049,2017,https://boxd.it/f6UhGT,,,"soo visually striking, sad will have to wait another 35 years :(",,2026-07-06
2026-07-07,Hot Fuzz,2007,https://boxd.it/f6YJkT,,,"lil pre game before spani v portugal

edit: fuck u ronaldo rest in piss",,2026-07-07
2026-07-07,Into the Night,1985,https://boxd.it/f7zBOZ,5,Yes,i swear this happened to me once.,,2026-07-07
2026-07-08,Paint Drying,2016,https://boxd.it/f8naA7,,,"turned 21 today, dont know what to do with my life",,2026-07-08
2026-07-08,Project Hail Mary,2026,https://boxd.it/f8q2GH,5,Yes,"sandra huller singing sign of the times lowkey made me shed a tear, bday rewatch.",,2026-07-08
2026-07-10,Memories of Murder,2003,https://boxd.it/f9vpwT,,,"dropped this midway in jan, finally finished it.",,2026-07-09
2026-07-10,I Saw the Devil,2010,https://boxd.it/f9AiJh,,,i saw speed,,2026-07-09
2026-07-10,"Are You There God? It's Me, Margaret.",2023,https://boxd.it/faeOBf,,,wow finally a good movie by kelly,,2026-07-10
2026-07-10,The Furious,2025,https://boxd.it/fafVF1,,,"this is pure adrenaline fuel, holy shit!!!",,2026-07-10
2026-07-10,"O Brother, Where Art Thou?",2000,https://boxd.it/fagpe5,5,,"is this the best adaptation of The Odyssey? 

fucking hell this was amazing. the sirens casting is literally 10/10 , shoutout to my brother for recommending this gem! 
",,2026-07-10
2026-07-14,Backrooms,2026,https://boxd.it/ferIXL,,,"Great movie. Absolutely loved the sound design!

Renate Reinsve was phenomenal. The last half dragged a little, but kane did a magnificent job of creating such an immersive atmosphere.
Huge props to the production and set design team. Everything looked exactly as it should, and the VHS camera sequence was crazy good work!!!! but i just dont get it why is this rated 3.3 here i have genuinely seen worse movie rated higher thats just unfair :( good job kane anyways
",,2026-07-14
2026-07-15,The Tenant,1976,https://boxd.it/feCSdZ,4.5,,"Insane film and absolutely genius camerawork, especially the mirror shots. ending soo crazyyy like damn! u just dont know if its genuine conspiracy or just paranoia, psychological horror done right, really good piece on how society can erase individuality through relentless pressure.

The script was incredibly good, loved the movie but why almost every scene with Isabelle Adjani felt like a filler. They had like 0 significance to the actual plot. Anyways still a solid movie
",,2026-07-14
2026-07-15,Sicario,2015,https://boxd.it/feKuwT,,,"Emily Blunt and Benicio del Toro together, wowwwwwwwwwwwwwww",,2026-07-14
2026-07-19,Monsters vs Aliens,2009,https://boxd.it/fjHbSv,,Yes,"Hans Zimmer was the executive music producer of this movie...

Wait... what?!",,2026-07-19
2026-07-20,Mutant Pumpkins from Outer Space,2009,https://boxd.it/fjSTYJ,,Yes,"seth rogan and hugh laurie, what a duo",,2026-07-19
2026-07-20,Night of the Living Carrots,2011,https://boxd.it/fjSXqV,,Yes,"surprisingly, both of my nieces found it super funny!!",,2026-07-19
2026-07-20,B.O.B.'s Big Break,2009,https://boxd.it/fjTs0z,,,"will show this to my wife, which i may or may not have.",,2026-07-19
2026-07-20,Possession,1981,https://boxd.it/fkPtnP,5,,"sincerely, with the utmost respect, WHAT THE FUCK IS THIS MOVIE!! WHAT THE FUCK AM I EVEN WATCHING, CANT REALLY DESCRIBE HOW CRAZY THIS ONE WAS! ADJANI WENT ALL OUT IN THIS ONE, ESPECIALLY THAT SUBWAY SEQUENCE! I HAD NO IDEA WHAT THE FUCK WAS GOING ON HALF OF THE TIME I WAS WATCHING IT BUT I CERTAINLY ENJOYED EVERY SINGLE MINUTE OF THIS MASTERPIECE!!! GEM!!",,2026-07-20
2026-07-21,Night of the Living Dead,1968,https://boxd.it/flcwDx,,,"very scary n  atmospheric, you can feel the dread even if it's in greyscale. But the scariest part of this movie was not the zombies but the human militia who have became blood thirsty indistinguishable from the undead. crazy how evident it is that this movie has influenced films and games in this genre for decades. Very exemplary stuff indeed.",,2026-07-20
2026-07-21,Dawn of the Dead,1978,https://boxd.it/flUIvt,,,"what a great movie, really makes u ponder who are the real villains, the humans or the zombies, such an amazing theme of how people respond when the structures that give life meaning disappear and systems corrode. and how comfort can become a prison as the mall itself starts as a sanctuary. Overtime, it becomes something closer to a cage. The characters become attached to comfort and routine making them reluctant to move on even when staying longer means certain death like the cellar in the first movie.",,2026-07-21
2026-07-21,Day of the Dead,1985,https://boxd.it/flXRUD,,,"Amazing movie. Bub is hands down the greatest zombie OAT and with Rhodes being easily the most unlikable character in the entire franchise, it was incredibly satisfying to see him get what was coming to him.

The bg score was fantastic, mixed with da the constant sense of paranoia mixed with dread, nothing short of the lord's work. Genuinely impressive work.",,2026-07-21
